HM_Si,O2_Blow,BLOW_LIME_MATWEIGHT_Combined,BLOW_IRONOR_MATWEIGHT_Combined,BLOW_DOLO_MATWEIGHT_Combined,BIN2_RELATIVE_LANCE_HEIGHT,BIN3_RELATIVE_LANCE_HEIGHT,Delta_Carbon_Weight,BIN2_SECVENTURIOPENING,HM Temp_Combined,RefractoryLife_Combined,Delta_HM_Bath_Temp,ACTOXYGENMOMENT_DOLO,PreviousHeat_BathTemp,HM_Weight,Total_Scrap,loss_radiation_hm,loss_convection_hm,loss_radiation_vessel,loss_convection_vessel
0.82,16290,21247,12196,7006,239.428,228.79,14594.70896,25.854,1376,1554,299,2762.333,1682,300,29.55,1.90E+14,71068.12772,6.90E+15,1418987.522
0.83,14426,20722,8590,6999,236.684,231.976,14338.83272,29.958,1274,1557,374,3059.667,1698,295,30.25,1.03E+14,48363.66818,6.81E+15,1363114.178
0.78,15652,22133,7400,7256,239.844,237.24,14373.70676,24.479,1406,2369,277,2673,1640,295,30.3,8.99E+13,31562.93569,2.96E+17,65688643.4
0.9,14926,22574,13005,6989,240.4,239.15,14540.49228,36.083,1352,2370,303,3999,1656,295,30.55,1.62E+14,63855.44251,4.56E+15,984227.7024
0.9,16608,23756,14369,6948,247.262,240.47,15070.20132,23.646,1411,1558,304,2307.667,1644,310,30.45,1.35E+14,46832.25695,4.33E+16,9555084.859
0.78,15084,20734,13711,7008,243.741,233.999,14498.01676,29.542,1362,1559,333,2267.667,1675,297,30.81,1.51E+14,58461.48746,5.23E+15,1091571.121
0.95,16058,24254,17603,7090,252.925,244.106,14988.8576,30.841,1404,1562,276,2312,1658,308,30.5,5.05E+13,17826.32712,4.96E+15,1066086.629
0.97,14496,25322,16563,6513,241.241,237.637,14227.43112,42.813,1378,1563,289,1572,1696,290,30.05,4.40E+14,164373.7224,5.48E+16,11029000.1
1.04,16109,26127,18467,6085,240.018,236.12,14913.09912,40.449,1408,2373,303,1573.5,1651,305,30.25,4.72E+13,16527.90712,1.30E+16,2831386.107
1.03,15538,22201,16100,9218,244.138,243.042,14854.27488,57,1392,2378,249,5408,1640,307,30.4,2.07E+14,74479.07966,6.65E+15,1471814.536
0.96,14593,22704,13643,7800,239.656,231.91,14480.444,37.167,1355,2379,311,3241,1706,294,24.4,1.08E+14,42149.28271,5.33E+15,1050493.599
0.76,14453,19849,13625,7135,240.051,235.468,14709.6366,37.667,1369,2380,287,3975.25,1654,303,30.4,2.49E+14,94412.38237,1.41E+16,3041246.268
0.7,15035,19590,13868,7310,243.524,239.218,14620.16932,34.51,1391,2381,268,6968,1675,300,31.35,3.44E+14,124361.1715,4.64E+15,964629.0465
0.7,14923,19121,14337,7029,240.34,239.218,14468.72424,34.204,1384,2382,291,2842,1678,296,31.65,2.60E+14,95440.07293,8.65E+15,1787113.307
0.8,15841,20083,14292,7325,239.953,239.12,14728.58604,28.896,1412,2383,268,2183.333,1681,304,29.4,3.14E+14,108384.1839,2.54E+16,5210602.528
0.86,15893,22200,13091,7500,239.903,239.07,14505.78696,26.792,1390,2384,313,2219,1667,296,31.95,3.58E+14,129821.7112,1.84E+16,3888743.024
0.75,15559,20910,13070,6936,239.903,240.57,14683.33024,35.25,1365,2390,325,2666.667,1624,302,30.7,1.87E+14,72167.22931,5.61E+15,1287135.628
0.83,15558,22178,8947,8173,231.327,231.976,15060.56264,29.383,1336,1564,323,2863.667,1648,310,30.8,4.78E+13,19611.45259,5.75E+17,126248254.8
0.84,15731,23177,11657,8186,231.303,229.041,14895.09502,28.417,1372,1565,292,2606.667,1656,306,32.05,8.50E+13,32180.32271,7.13E+15,1539608.942
0.85,14907,20206,10560,7013,241.512,226.47,14240.16226,34.625,1354,1567,319,6032.75,1692,294,30.85,7.39E+13,29123.97552,6.25E+15,1266992.599
0.8,15604,19937,15018,7974,241.095,227.22,14771.70978,26.896,1390,1570,280,6590.333,1676,305,30.25,1.68E+14,61014.89746,2.99E+16,6220783.272
0.78,15318,18906,9448,7343,239.896,233.632,14314.15704,24.646,1381,2392,273,5447.75,1649,295,29.9,6.18E+13,22849.19293,1.42E+17,30883676.04
0.52,14132,21346,10981,7700,241.303,233.97,14405.46228,25.021,1404,1574,277,3656.667,1705,300,30.35,1.98E+14,69525.28397,8.37E+15,1648076.091
0.68,14566,19194,10337,6500,241.303,236.932,14364.60628,23.75,1346,1575,331,2520.5,1685,297,31.4,1.61E+14,63979.30831,6.03E+15,1230813.017
0.68,14871,19185,12077,6495,241.309,238.476,14464.86676,23.625,1380,1576,288,2588,1678,298,30.2,1.45E+14,53588.00678,5.35E+15,1105103.697
0.63,14375,20189,11915,6472,241.236,238.238,14765.67976,24,1380,1578,293,3034,1701,305,31.65,1.91E+14,70739.69755,1.02E+17,20187098.27
0.64,15586,18435,11005,8348,229.875,230.6,14648.23964,24,1380,2395,281,2997,1690,303,31.25,2.76E+13,10212.49619,2.42E+17,48971357.74
0.65,15164,20207,9994,8312,239.875,237.944,14513.60024,29.458,1369,2396,293,3205,1656,302,30.35,4.57E+13,17341.65034,6.10E+15,1314079.129
0.74,15486,21336,11984,7064,239.813,234,14467.35456,25.792,1355,2397,306,2557.333,1652,300,30.1,1.21E+14,47518.42576,8.59E+15,1865424.24
0.79,15860,21172,15319,6445,241.058,239.965,15234.25978,36.085,1347,1580,303,2677,1676,315,31.75,1.33E+14,52999.18472,1.02E+17,21330646.75
0.57,15143,16134,13570,6450,241.149,232.538,14787.04674,28.938,1380,1582,298,1744.5,1685,305,30.45,2.18E+12,811.0091292,6.80E+15,1397735.889
0.69,15805,21330,12550,7096,229.833,230,15086.34596,39.646,1372,2398,278,3263,1688,313,29.6,2.83E+13,10743.61763,6.86E+16,14021928.53
0.52,16143,18142,8185,6852,239.896,235.25,14728.86056,21.688,1325,2399,358,3472,1645,304,30.05,8.97E+13,37656.13097,1.13E+17,24818455.95
0.84,15384,20903,13042,7316,238.021,231.684,14561.09198,38.042,1354,2400,304,3329.5,1705,300,29.75,6.05E+13,23761.75119,6.14E+15,1214840.938
0.86,14665,19978,14186,7458,242.469,230.077,14195.60852,33.306,1384,2401,274,5360,1668,292,30.35,2.20E+14,80873.51186,8.14E+15,1716135.018
0.74,15224,22228,14665,6556,241.077,234.749,14847.26204,34.673,1377,1587,286,2967,1678,305,29.4,1.11E+14,41526.67517,7.53E+15,1558046.206
0.78,15828,20765,16898,7953,235.625,237,14874.17924,32.75,1366,2402,310,1992.5,1681,307,32.15,3.13E+13,11953.65203,5.17E+15,1063355.02
0.85,15091,19734,14838,8316,233.49,226.412,14518.82832,45.837,1374,2403,307,3061.75,1697,299,30,1.10E+14,41315.16033,5.78E+15,1155340.893
0.84,14729,24208,15230,6454,240.97,237.577,14539.5818,40.979,1373,1589,255,1649,1654,300,31.05,1.85E+14,69222.60271,5.75E+15,1238316.08
0.79,15208,22161,13942,6455,250.345,254.831,14752.465,34.021,1383,1590,298,1984,1640,303,31.1,1.79E+14,65683.15217,1.17E+16,2589594.687
0.71,15597,18143,13748,6465,251.824,255.03,14645.42984,35.771,1395,1591,267,1520,1676,300,28.65,1.02E+14,36541.22233,5.57E+15,1154619.84
0.7,16484,18121,14608,6479,243.053,247.74,15479.26132,34.563,1359,1593,290,1691.5,1657,315,31.65,1.02E+14,39834.3,7.46E+15,1608345.549
0.66,15473,19183,11088,6875,239.833,239.105,14514.39096,32.146,1378,2406,310,1779,1647,300,30.5,2.88E+13,10764.91797,7.96E+16,17459292.64
0.69,16465,19214,13052,6842,240.306,239.16,14787.5342,60.592,1389,2407,294,1755.5,1646,305,30.7,3.72E+13,13559.38814,1.66E+16,3651049.911
0.8,14873,22197,13899,6477,240.902,230.363,14495.5056,48,1382,1594,263,1626.5,1697,297,30.05,5.47E+13,20230.68305,4.44E+16,8898404.649
0.69,15011,18695,12961,7093,230.213,229,14494.65164,38.298,1384,2409,258,2340.667,1682,299,29.8,9.91E+13,36432.8161,7.87E+15,1620679.564
0.71,15761,20729,16228,9191,229.771,229,14896.37788,49.042,1361,2412,272,3137.25,1670,310,30.15,1.89E+14,72983.76017,7.78E+15,1637107.918
0.49,15239,16939,8984,5620,231.033,230.22,14551.32156,31.708,1348,1595,318,2852.667,1641,300,29.3,2.31E+13,9200.0405,1.56E+17,34468700.53
0.63,14645,19294,13819,6977,241.053,239.149,14895.90424,30.583,1366,1597,300,2930.667,1675,308,30.4,1.19E+14,45609.92301,5.80E+15,1211467.202
0.58,16592,18199,12392,6000,231.792,219,14336.25596,28.458,1345,2415,310,2634.333,1630,295,32.65,1.15E+14,45997.74746,3.60E+16,8163300.575
0.82,15084,21156,13213,9125,342.133,218.07,14694.7825,28.156,1371,2419,289,3387.8,1653,300,25.25,2.83E+13,10646.6861,1.04E+16,2252413.849
0.77,14608,19548,16200,7997,237.068,234.059,14706.7985,33.237,1363,1599,272,2307,1640,298,25.65,2.76E+13,10579.36271,1.71E+16,3788666.913
0.56,15578,16684,14051,6523,230.79,227.89,14652.26288,28.75,1378,1609,312,1730.5,1657,301,30.9,1.37E+14,51169.51433,5.46E+15,1177130.982
0.61,15282,18130,10867,6824,239.953,230.418,14371.159,34.667,1346,2430,298,1762,1643,296,32.1,1.15E+14,45903.63305,5.65E+15,1247778.775
0.69,16182,20886,14707,6800,226.793,219.14,14724.53956,27.469,1348,2431,320,2909,1669,303,30.4,5.78E+14,229950.1483,8.15E+16,17173043.38
0.78,14706,21642,15521,6639,236.932,237.14,14558.29992,38.208,1362,2435,290,3410,1650,301,29.85,1.07E+14,41185.81966,4.74E+15,1033998.441
0.9,14824,24646,16346,6855,240.036,239.14,14974.70848,34.458,1365,2436,289,2610.667,1630,305,29.35,6.25E+13,23965.81017,3.25E+15,734488.9044
0.75,14861,20035,13944,6600,246.328,233.14,14320.51266,28.979,1382,2439,283,3167.5,1652,299,29.65,2.41E+14,89020.8,3.68E+16,7989648.914
0.84,14343,20003,13546,6650,238.953,219.14,14118.21312,28.979,1375,2440,297,3573,1661,290,35.2,2.07E+14,77824.58678,6.00E+15,1282358.96
0.69,15036,20121,12893,7813,239.973,244.258,13555.995,29.521,1381,2442,276,6820,1659,290,26.5,1.67E+14,61955.07661,6.61E+15,1417851.791
0.63,14733,19491,10435,7200,239.973,237.711,13865.3655,32,1384,2443,303,4015.333,1645,296,24.45,4.95E+14,181892.3873,4.74E+16,10413688.44
0.5,14672,16174,6489,5973,240.726,235.794,13660.328,40.479,1340,1613,327,1649,1674,296,24.6,3.58E+14,144466.8198,6.45E+15,1344378.462
0.58,15164,18224,9248,5957,240.768,233.609,14003.096,25.188,1366,1614,298,1679.5,1694,304,25.45,3.41E+14,130102.3915,7.45E+15,1497732.863
0.73,15589,21056,12746,5816,239.828,239.59,14176.1734,40.917,1369,2445,293,2032,1677,296,30.1,2.07E+14,78636.56,9.64E+15,1999979.527
0.72,15400,20104,13361,6349,239.973,239.298,14563.30264,48.313,1384,2447,261,2009.5,1675,300,31.5,4.37E+14,160578.4185,5.84E+15,1218008.991
0.86,14956,23137,14006,7282,220.969,224.08,14503.6226,65.489,1381,1620,297,2440,1677,300,30.55,4.91E+14,182061.1629,3.61E+16,7513003.735
0.52,14772,18094,8287,7899,239.973,239.14,14386.74608,36.333,1385,2452,259,2566.667,1650,301,30.35,4.45E+14,163664.746,6.62E+16,14445811.26
0.77,15117,21292,10058,5858,239.857,238.507,14463.98988,30.333,1333,1621,337,2391,1678,301,30.35,3.98E+14,163808.3288,1.06E+16,2196612.349
0.8,15359,22144,14721,6797,239.949,221.193,14644.43928,29.319,1401,2453,265,2202.667,1670,305,30.15,3.85E+14,136707.0517,2.09E+16,4401026.419
0.81,15079,22199,13800,6466,238.315,235.136,14701.97708,27.417,1370,1623,292,2608,1663,306,29.7,8.14E+14,307524.7945,3.98E+16,8453637.893
0.85,15379,22155,14528,6846,240.099,227.196,14698.58084,39.184,1350,2455,317,1210,1673,307,30.6,2.16E+14,85232.95083,6.20E+15,1293621.105
0.81,16042,20172,13714,6846,239.714,218.577,14578.88176,39.318,1361,2459,319,1651.5,1654,300,31.2,4.80E+14,185417.0203,2.10E+16,4529424.57
0.93,15700,23245,14427,6614,242.431,245.874,14508.42768,34.563,1382,1627,270,2084.5,1626,300,30.75,1.61E+14,59197.92068,6.02E+16,13694709.88
0.77,15193,20193,12938,6142,240.827,236.042,14332.1134,38.688,1360,1628,310,1572,1627,299,30.45,2.94E+14,113897.9044,6.56E+15,1489067.588
0.72,16489,21264,12838,6147,254.437,256.44,14630.68076,31.404,1365,1630,330,2235.5,1638,304,30.8,4.27E+14,163691.7295,1.03E+16,2298568.067
0.87,15194,23144,17029,6872,238.213,240.817,14697.34492,26.958,1385,2463,284,2093,1660,303,31.2,4.75E+14,174381.2721,9.67E+15,2070938.152
1,15576,25267,17423,7340,233.91,231.61,14571.9007,33.688,1390,1633,277,2228,1643,300,29.85,3.77E+14,137021.0166,1.14E+16,2523538.272
0.99,15352,25265,18004,7345,225.895,234.66,15076.87758,33.367,1360,1635,298,2343.333,1624,313,30.15,4.45E+13,17215.30729,1.04E+16,2375869.767
0.94,15182,24146,16523,6500,239.942,239.15,14561.28664,34.854,1407,2466,273,2055.5,1635,300,31.35,2.51E+14,87518.74207,4.58E+16,10224579.95
0.94,16133,24833,16097,7141,232.931,226.16,14869.8161,30.063,1398,1639,269,2750.5,1665,305,29.15,4.16E+14,147455.0684,6.99E+16,14729465.39
0.83,15291,22186,9874,6851,231.207,231.901,14594.34124,38.375,1347,2470,301,2095,1665,302,31,4.97E+14,197631.2107,1.16E+17,24561481.98
0.82,15976,22208,11106,7675,242.54,246.355,14389.75088,24.417,1345,2471,311,6184.25,1652,296,31.4,7.53E+13,30084.48339,1.10E+16,2380498.988
0.8,15196,22201,12120,6435,237.793,239.669,14493.284,31.327,1376,1641,292,2450.5,1616,300,30.5,1.43E+14,53586.40667,7.31E+15,1693386.221
0.75,15563,20138,12610,7649,239.957,240.69,14372.74402,30.771,1355,2472,315,6361,1673,300,30.45,1.05E+14,40889.66729,7.50E+15,1566555.934
0.75,15294,22218,16006,7256,240.813,242.257,14290.46128,29.458,1408,1642,275,3140.667,1689,297,29.65,1.77E+14,61740.96864,1.06E+16,2152000.95
0.84,14398,22205,12421,6922,240.922,241.479,14310.61284,30.796,1374,1643,268,3124.333,1655,298,29.35,1.78E+14,66951.37288,5.94E+15,1282645.399
0.77,15632,22213,15300,7300,240.881,238.696,14565.49544,30.49,1389,1644,266,2800,1669,300,29.15,2.57E+14,93440.99288,6.77E+15,1424872.419
0.83,14548,21738,14004,7164,241.925,243.742,14481.8426,26.604,1402,2475,263,3373,1643,303,29.45,2.09E+14,73829.73356,5.12E+16,11309358.68
0.85,15232,21754,11750,7222,236.154,228.991,14592.088,45.167,1390,2476,291,6417.25,1653,303,30.4,4.11E+13,14904.56746,9.77E+15,2117488.24
0.74,15356,20138,15355,7260,247.696,245.155,14416.09848,29.375,1399,2478,262,2553,1659,300,30.5,2.60E+14,92778.43932,9.39E+15,2012617.74
0.74,15120,20130,14819,7325,247.928,241.344,14575.65548,33.49,1364,2479,303,2880.25,1655,303,30.35,1.45E+14,55889.46517,4.29E+15,927295.4341
0.82,15221,22289,1000,7063,243.557,240.14,14444.714,27.604,1374,1650,300,1770,1700,300,30.8,8.91E+13,33396.69068,6.15E+16,12240226.76
0.92,15729,25403,14922,8171,222.223,226.14,14997.24444,32.833,1380,1651,306,3010,1671,310,28.9,1.89E+14,69744.16271,8.91E+15,1864925.163
0.98,15406,25403,13966,8010,222.723,220.14,14302.272,40.479,1378,1652,265,2713.75,1655,297,31.75,1.08E+13,4017.01322,2.30E+16,4958717.602
0.84,16507,23279,13918,6475,235.875,226.915,14490.15744,23.229,1374,1653,304,3022,1652,304,28.5,1.35E+14,50715.07695,8.54E+15,1849737.965
1.05,16009,25168,16480,7749,239.75,244.422,14507.66032,30.265,1379,2484,282,2802,1658,304,30.5,1.81E+13,6698.036441,1.41E+16,3011930.339
0.72,15336,20137,13423,9807,230.249,232.507,14290.57346,32.021,1406,2486,278,2729.667,1628,297,30.95,9.77E+13,34243.38559,1.83E+16,4140024.25
0.58,15581,18147,11023,6120,239.328,240.14,14372.75326,31.896,1381,1662,283,2151,1641,297,30.55,1.02E+14,37808.36138,2.41E+16,5361386.198
0.48,14466,18142,10813,6001,231.182,230.602,14494.2931,32.083,1362,1664,254,1699,1608,300,30.05,1.07E+14,41155.22169,5.27E+15,1240413.626
0.81,15430,20097,14993,5907,239.624,219.349,14553.00472,28.125,1367,2492,297,1849,1662,304,30.3,1.05E+13,3990.393051,1.99E+16,4232884.502
1.04,15607,24299,16725,7175,240.14,230.14,14740.28512,33.122,1365,1666,300,2218.333,1706,305,30.3,4.51E+13,17250.05254,1.72E+16,3388208.802
0.82,15141,21767,15787,9689,227.666,226.299,14411.05396,53.854,1375,2497,260,2704.667,1680,300,30.5,1.29E+14,48263.29017,1.70E+16,3514539.072
0.65,14882,20264,10369,6984,240.907,236.869,14469.46306,33.5,1379,1673,284,3702.667,1661,300,30.85,2.60E+14,96917.72339,8.59E+15,1837554.711
0.53,14768,17230,9552,6498,240.838,238.469,14247.48752,36.191,1351,1674,325,1564,1678,295,29.25,2.13E+14,84335.96746,6.58E+15,1364497.336
0.66,14883,18154,13049,7118,247.234,237.13,14503.12642,36.354,1365,1677,307,2751,1688,300,28.95,6.94E+13,26654.95254,7.10E+15,1447217.804
0.88,13953,20364,14378,6997,241.701,226.797,14526.86494,35.286,1350,1678,312,4041.8,1668,300,30.95,1.13E+14,44836.28069,7.00E+15,1479912.013
0.69,15227,21174,12001,9500,236.276,224.574,14552.3924,31.313,1389,1680,261,1855,1591,303,31.7,5.58E+13,20357.23475,1.43E+16,3470784.132
0.7,15881,20806,13726,5869,239.624,229.77,14307.22724,31.938,1365,2501,288,2054.5,1698,297,30.9,3.47E+13,13316.32833,2.86E+16,5729061.951
0.67,15928,18115,15300,5846,239.738,225.093,14367.77692,27,1382,2502,297,1804.5,1669,302,30.5,1.68E+14,61943.27254,3.93E+16,8276952.823
0.48,15276,16078,13119,5850,245.004,227.653,14275.56552,29.286,1392,2503,255,1756,1678,298,30.75,3.00E+13,10842.32678,8.02E+15,1659323.71
0.63,15057,18100,13938,6331,239.633,231.445,14361.22472,29,1363,2505,291,1695.5,1636,302,30.2,1.73E+14,66224.06035,4.72E+15,1052099.525
0.53,15311,17095,12033,6316,239.698,238.82,14594.9468,27.592,1356,2506,331,2669.5,1646,305,29.95,1.59E+14,61866.44254,6.24E+15,1364887.334
0.59,15010,19252,10001,6542,239.8,238.82,14054.75516,25.98,1295,2508,363,2636.667,1680,294,30.4,1.12E+13,5022.287458,9.98E+15,2055490.535
0.57,16181,17117,12860,6876,237.922,218.82,14297.13596,34.673,1356,2509,304,3309,1635,300,29.95,2.37E+13,9219.014237,3.51E+15,784637.6919
0.59,15625,18249,5006,7375,240.824,243.236,13826.96372,23.167,1292,1683,380,1756.5,1656,290,30.8,2.51E+13,11283.18864,2.24E+17,48277889.39
0.52,15171,17125,11215,7020,229.528,228.82,14615.33934,28.875,1330,2510,359,2328.333,1680,306,30.15,9.39E+12,3880.116102,1.94E+16,3995960.989
0.49,15561,16191,9485,7671,241.49,239.986,14479.76804,30.146,1324,1684,332,1794,1683,302,29.6,3.69E+13,15462.39517,1.62E+16,3319072.064
0.68,14845,20237,12018,8568,241.636,240.736,13917.27228,31.563,1339,1685,328,1826,1684,290,30.15,1.51E+14,61308.6322,6.09E+15,1248994.785
0.71,14993,21674,12971,6784,240.969,240.511,14265.53704,29.979,1387,1690,278,2498,1650,296,32.4,2.11E+14,77191.29356,3.31E+15,722062.2882
0.7,15434,21192,14363,6813,237.672,237.13,14755.1116,44.417,1368,1693,298,2116,1630,303,30.85,8.76E+13,33418.00417,7.63E+15,1727449.114
0.55,15319,18137,11382,6072,240.946,240.483,14876.60644,35.673,1309,1694,339,1784.5,1670,305,31.65,1.26E+14,54888.13586,6.99E+15,1472072.518
0.47,13984,17145,10002,7286,240.963,240.13,14489.41888,30.167,1354,1696,263,1666,1638,298,30.15,2.02E+13,7905.875593,1.49E+16,3322811.489
0.72,15151,22271,7990,5828,226.558,226.87,14582.04012,32.542,1363,2518,318,1910,1649,300,31.3,6.25E+14,239479.6333,7.65E+16,16644930.91
0.82,16268,23391,10168,9862,230.963,234.29,14203.25944,27.229,1348,1698,315,3940.333,1651,290,30.6,4.95E+13,19621.37845,1.05E+16,2267848.675
0.72,16504,19304,12859,8171,230.94,235.124,14627.55842,21.735,1358,1699,320,2352.667,1668,300,30.75,2.11E+14,81847.58712,1.36E+16,2856520.488
0.83,15400,23898,9827,8023,239.764,238.87,14166.33064,36.149,1369,2520,310,2607.667,1657,290,31.1,2.81E+13,10657.46,9.26E+15,1989833.618
0.88,15222,23708,11995,7259,245.662,246.87,14743.87884,33.708,1380,2521,296,1667.5,1677,302,30.8,1.85E+14,68584.70492,1.92E+16,3975670.006
0.8,15111,23149,14807,6073,249.657,248.87,14660.79958,37.106,1348,2522,329,1645,1682,300,30.55,1.32E+14,52538.59333,1.97E+16,4050804.654
0.8,15158,22341,12936,9404,227.624,229.771,14213.09004,31.152,1354,1702,321,2442.333,1698,290,31.1,1.98E+14,77881.08,1.01E+16,2027979.045
0.74,14944,19262,14838,6450,240.838,237.818,14534.38012,31.979,1411,1703,259,3007,1659,298,30.1,3.33E+14,115660.0414,9.10E+15,1951195.979
0.97,15349,23772,13385,7239,240.957,237.735,14602.74586,33.583,1360,1704,299,3200.333,1640,300,31.35,3.28E+14,127371.7912,5.49E+15,1219773.354
0.73,15016,20733,12343,6620,241.019,232.374,14373.3307,32.979,1396,1717,275,2657,1620,294,30.35,9.11E+13,32883.84,6.47E+15,1497361.011
0.61,15205,18752,9252,6756,241.019,233.242,14763.76322,28.25,1393,1719,281,2992.5,1663,302,29.85,3.50E+14,126003.1149,5.47E+16,11612165.45
0.73,14715,21279,15404,6000,243.364,225.46,14632.45288,39,1380,2535,284,2472.667,1665.8,298,30.1,1.45E+13,5425.248276,1.42E+16,3030778.919
0.68,15517,20191,14418,6827,250.18,237.548,14794.70452,45.224,1417,1722,242,1731.5,1654,303,31.25,1.25E+14,42898.95448,3.53E+16,7647056.617
0.75,14880,20238,13473,6009,250.876,243.68,14553.69834,44.457,1395,1724,266,1840,1643,300,31.75,1.44E+14,51675.668,4.88E+15,1077352.759
0.81,15747,23166,15497,6840,239.811,238.96,14592.2486,31.936,1422,2537,238,1669,1682,301,32.95,1.39E+14,47140.78678,1.00E+17,20652095.97
0.72,15457,20221,15296,5975,254.688,240.536,14578.37502,44.723,1416,1725,232,2063,1669,300,30.35,4.46E+14,153023.2221,6.83E+16,14363049.89
0.79,14471,22122,16125,6901,239.811,238.96,14496.4418,37.234,1385,2540,294,1678,1654,297,30.75,4.05E+13,14822.14155,1.49E+16,3209856.522
0.62,15477,19217,12521,6874,249.493,241.36,14582.96746,34.778,1426,2541,264,1816,1659,300,30.45,4.14E+12,1389.161,1.46E+16,3126974.873
0.63,15377,18167,13954,5983,241.061,245.044,15096.7952,42.773,1400,1727,259,2536.5,1642,309,28.7,1.15E+13,4087.711017,1.39E+16,3061741.637
0.63,16756,19380,14012,7011,242.106,247.137,15099.15734,42.364,1393,1728,295,2205.667,1658,311,30.55,1.39E+14,50257.52644,8.00E+15,1718017.143
0.65,15368,19827,13177,7749,241.129,245.396,14419.23328,47.795,1426,1729,260,1984.5,1679,296,32.2,1.70E+14,57130.73424,1.25E+16,2599583.623
0.74,14706,20645,15553,6681,239.852,238.98,14452.23672,30.021,1411,2542,262,1751,1688,297,30.65,5.95E+13,20676.48814,8.04E+16,16400444.69
0.76,16390,20636,19049,8521,239.861,226.49,14789.56142,36.191,1403,2543,282,1604.5,1663,304,30.85,5.04E+13,17824.32644,7.24E+15,1543898.426
0.72,16053,20283,16002,7492,240.928,241.003,15065.00112,31.438,1414,1730,274,1768,1670,310,31.1,1.32E+14,45608.46362,5.54E+16,11657610.55
0.8,15386,20052,12901,6100,240.567,224.928,14525.20538,32.146,1394,1733,277,2915.5,1629,299,30.25,9.82E+13,35396.9861,9.62E+15,2181811.532
0.94,16118,24403,15342,8000,244.1,219.433,14623.94084,33.66,1399,2546,280,3660.5,1610,298,30.5,1.11E+14,39634.89966,3.91E+16,9187708.062
1.16,15172,25261,15394,7434,233.231,231.827,14668.7838,35.396,1412,1735,259,3041.333,1670,303,30.45,1.99E+13,6902.533898,9.46E+15,1992756.861
0.99,14982,23357,17261,6816,241.98,228.588,14639.56852,44.021,1400,2548,224,2374.667,1647,301,30.45,1.23E+14,43792.21695,4.24E+16,9318438.581
0.74,14426,18187,14025,7508,234.921,229.15,14627.84178,30.313,1371,2552,298,2077,1674,303,30.55,2.83E+13,10693.44133,9.01E+15,1881659.247
0.71,14848,22848,8911,7471,241.069,240.256,14257.18348,33.813,1359,1738,292,2049.5,1667,295,31.3,2.39E+13,9264.369655,8.52E+16,17990232.6
0.71,15579,21699,12902,7016,240.964,240.256,14958.93608,52.979,1398,1739,261,2002,1649,310,31,8.40E+13,29940.34068,5.41E+15,1180156.071
0.78,15143,21701,12224,7026,241.072,240.256,14588.08402,40.673,1371,1740,290,1832,1662,303,30.45,4.24E+13,15995.33085,5.23E+15,1113389.161
0.75,15788,21683,14154,7175,240.979,236.774,14680.34542,49.583,1408,1741,282,2206.5,1655,310,31.85,3.54E+13,12359.89525,1.37E+16,2953389.519
0.65,15052,18186,12791,7438,231.15,229.213,14181.5226,31.478,1370,2553,274,2348.667,1671,298,29.95,4.58E+13,17359.18203,1.10E+17,23173360.39
0.66,15895,19433,8502,6783,240.979,240.25,13612.12508,32.854,1317,1742,336,3194.333,1674,285,31.5,1.81E+13,7714.871379,2.48E+16,5191819.507
0.41,14542,15532,9832,7282,231.427,235.919,14319.1112,25.362,1354,2554,315,2025.333,1653,300,29.65,3.02E+13,11886.7365,2.08E+16,4507808.668
0.89,14683,21328,15778,5650,240.682,219.15,13970.01976,33.936,1402,2555,260,5429.25,1688,292,32.35,2.70E+13,9569.411695,2.19E+16,4450715.386
0.91,15234,22721,14935,7798,234.923,235.034,14309.3808,35.458,1426,1744,249,2404,1637,299,31.1,3.31E+13,11120.56407,1.44E+16,3202321.938
0.95,15070,23828,16125,8662,243.022,239.15,14356.86748,34.83,1412,2556,281,6090.4,1687,301,29.9,1.59E+13,5502.988475,1.94E+16,3944955.464
0.94,14741,23801,13711,8161,240.085,237.15,14110.2894,36.565,1416,2557,270,2760.25,1690,296,30.25,1.61E+13,5519.865763,6.01E+15,1219181.667
0.77,15383,20445,15783,7641,236.777,236.256,14541.5928,34.396,1436,1745,261,2263.5,1664,304,29.25,3.83E+13,12625.13898,5.25E+16,11157476.25
0.75,14581,20393,13158,7686,236.682,236.256,14369.53032,35.936,1402,1746,262,1948,1639,299,29.05,1.20E+14,42429.1869,8.77E+15,1951804.572
0.59,14748,20394,13294,5981,243.746,237.15,14436.02152,32.064,1370,2558,307,3537.75,1663,301,30.85,1.76E+13,6683.417241,5.26E+16,11206273.78
0.52,14660,19946,11112,6111,242.065,235.073,14471.48164,36,1379,2559,295,2232,1659,302,31.4,1.45E+13,5385.492203,3.83E+15,822570.6979
0.75,16826,21158,14204,7307,236.612,226.94,14408.89352,31.766,1382,1747,286,7148.333,1659,301,29.5,2.55E+13,9454.751695,4.00E+16,8584395.967
0.88,14471,20179,15088,3246,241.052,238.683,14525.6114,59.128,1429,1748,253,1053,1723,304,30.15,8.34E+13,27933.30508,7.01E+15,1344611.437
0.77,15245,20175,15067,6484,241.059,240.25,14503.07022,39.234,1413,1749,232,1923.5,1631,304,28.35,7.18E+13,24832.4278,5.34E+15,1206480.721
